,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,rel.pre.dist,rel.post.dist,rel.recov.cc,rel_rec_rate,rel_res,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,recovery_time2,distance_to_shore_m2,dist_to_riv_m2,hii500km2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2
71,76,47,140,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER2_Outer_10, Moorea",Moorea,E. Pacific,-17.4702999,-149.8112,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),29.44,2006,3.92,2010,37.96,100,13.31521739,128.9402174,23.125,-86.68478261,2015,4,5,6.808,NA,-25.52,-6.38,NA,26354,24796,17486,3434,2268,618,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3952865.33,4038,3952.86533,Whakatane,NA,35792,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,76,24123,24173,81,76,24123,24173,8,66,-0.476697592,-0.030473212,-0.222048586,2.055450385,-0.792011811,0.415713772,0.911808512,-0.230806552,-0.311461961
72,77,54,147,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER4_Outer_10, Moorea",Moorea,E. Pacific,-17.5521999,-149.7703,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.55,2006,9.88,2010,21.46,100,26.31158455,57.15046605,6.167776298,-73.68841545,2015,4,5,2.316,NA,-27.67,-6.9175,NA,26354,26354,21134,6820,2278,4810,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3950004.95,4038,3950.00495,Whakatane,NA,35792,42424,0.82197374,0.8811268,0,0.9276504,0.9697661,0.7334586,0.71711625,5,77,24191,24241,356,77,24191,24241,1,52,-0.476697592,-0.030473212,-0.103646142,2.05316561,-0.792011811,0.633394717,0.92844325,-0.160494133,-0.349037801
73,78,52,145,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER5_Outer_10, Moorea",Moorea,E. Pacific,-17.5882999,-149.8714,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.08,2006,8.72,2010,23.44,100,23.5167206,63.21467098,7.939590076,-76.4832794,2015,4,5,2.944,NA,-28.36,-7.09,NA,26354,24652,16278,3160,1930,2580,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3939333.51,4038,3939.33351,Whakatane,NA,35762,42404,0.72877451,0.8856326,0,0.9373214,0.9589157,0.7013801,0.69683697,5,78,24190,24240,30,78,24190,24240,22,88,-0.476697592,-0.030473212,-0.166632175,2.044641623,-0.792022586,0.274488018,0.83814433,-0.243846309,-0.236310282
74,79,48,141,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER2_Outer_17, Moorea",Moorea,E. Pacific,-17.4702999,-149.8112,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),29.72,2006,0.74,2010,13.23,100,2.489905787,44.51547779,8.405114401,-97.51009421,2015,4,5,2.498,NA,-28.98,-7.245,NA,26354,24796,17486,3434,2268,618,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3952865.33,4038,3952.86533,Whakatane,NA,35792,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,79,24123,24173,81,79,24123,24173,8,66,-0.476697592,-0.030473212,-0.222048586,2.055450385,-0.792011811,0.415713772,0.911808512,-0.230806552,-0.311461961
75,80,51,144,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER5_Outer_17, Moorea",Moorea,E. Pacific,-17.5882999,-149.8714,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),36.95,2006,5.34,2010,20.64,100,14.45196211,55.85926928,8.281461434,-85.54803789,2015,4,5,3.06,NA,-31.61,-7.9025,NA,26354,24652,16278,3160,1930,2580,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3939333.51,4038,3939.33351,Whakatane,NA,35762,42404,0.72877451,0.8856326,0,0.9373214,0.9589157,0.7013801,0.69683697,5,80,24190,24240,30,80,24190,24240,22,88,-0.476697592,-0.030473212,-0.166632175,2.044641623,-0.792022586,0.274488018,0.83814433,-0.243846309,-0.236310282
76,81,49,142,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER3_Outer_17, Moorea",Moorea,E. Pacific,-17.5090999,-149.7584,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),35.96,2006,1.25,2010,7.01,100,3.476084538,19.49388209,3.203559511,-96.52391546,2015,4,5,1.152,NA,-34.71,-8.6775,NA,26354,26256,20858,6446,1794,3940,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3954148.6,4038,3954.1486,Whakatane,NA,35792,42424,0.78295967,0.8786358,0,0.9512235,0,0,0.4530291,4,81,NA,NA,NA,81,NA,NA,NA,NA,-0.476697592,-0.030473212,-0.128219168,2.056475418,-0.792011811,0.483153013,-0.247475439,NA,NA
77,82,50,143,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER4_Outer_17, Moorea",Moorea,E. Pacific,-17.5521999,-149.7703,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),36.01,2006,1.18,2010,15.31,100,3.276867537,42.51596779,7.84782005,-96.72313246,2015,4,5,2.826,NA,-34.83,-8.7075,NA,26354,26354,21134,6820,2278,4810,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3950004.95,4038,3950.00495,Whakatane,NA,35792,42424,0.82197374,0.8811268,0,0.9276504,0.9697661,0.7334586,0.71711625,5,82,24191,24241,356,82,24191,24241,1,52,-0.476697592,-0.030473212,-0.103646142,2.05316561,-0.792011811,0.633394717,0.92844325,-0.160494133,-0.349037801
78,83,53,146,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER6_Outer_10, Moorea",Moorea,E. Pacific,-17.5117999,-149.9286,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),37.14,2006,2.03,2010,28.86,100,5.465805062,77.70597738,14.44803446,-94.53419494,2015,4,5,5.366,NA,-35.11,-8.7775,NA,26354,22472,11830,3160,1374,727,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3940510.11,4038,3940.51011,Whakatane,NA,35732,42394,0.72199434,0.7671075,0,0.9623232,0.9592283,0.6758794,0.67558617,4,83,24189,24239,43,83,24189,24239,13,84,-0.476697592,-0.030473212,-0.218969896,2.045581452,-0.792033362,0.248377841,0.743519458,-0.24052245,-0.284622076
79,84,55,148,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER3_Outer_10, Moorea",Moorea,E. Pacific,-17.5090999,-149.7584,fore reef,,~10m,~10m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),40.67,2006,0.59,2010,4.28,100,1.450700762,10.52372756,1.81460536,-98.54929924,2015,4,5,0.738,NA,-40.08,-10.02,NA,26354,26256,20858,6446,1794,3940,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3954148.6,4038,3954.1486,Whakatane,NA,35792,42424,0.78295967,0.8786358,0,0.9512235,0,0,0.4530291,4,84,NA,NA,NA,84,NA,NA,NA,NA,-0.476697592,-0.030473212,-0.128219168,2.056475418,-0.792011811,0.483153013,-0.247475439,NA,NA
80,85,56,149,Holbrook et al 2018 using extract from data release of Guest 2018,48,"LTER1_Outer_17, Moorea",Moorea,E. Pacific,-17.4771999,-149.8461,fore reef,,~17m,~17m,Storm,2010 (with COTS from 2007-2009 and bleaching in 2007),43.95,2006,1.05,2010,15.12,100,2.389078498,34.40273038,6.402730375,-97.6109215,2015,4,5,2.814,NA,-42.9,-10.725,NA,26354,24040,15884,3160,2836,88.4,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3949596.85,4038,3949.59685,Whakatane,NA,35782,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,85,24122,24172,54,85,24122,24172,13,80,-0.476697592,-0.030473212,-0.237007062,2.052839634,-0.792015403,0.415713772,0.911808512,-0.237709953,-0.284622076
81,87,41,135,Perry and Morgan 2017,46,"Kodehutigala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.19,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,20.7,2016,5.7,2016,4.3,100,27.53623188,20.77294686,-6.763285024,-72.46376812,2017,0,1,-1.4,NA,-15,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1240787.44,145,1240.78744,NA,NA,NA,46409,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,87,12936,12960,4,87,12936,12960,30,1516,-0.730823999,-1.095329117,-0.239503908,-0.110866133,NA,-1.909462077,-1.192385127,-0.250494029,-0.193366465
82,88,42,136,Perry and Morgan 2017,46,"Kadumaigala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2650751,73.19,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,21.5,2016,5.2,2016,3.9,100,24.18604651,18.13953488,-6.046511628,-75.81395349,2017,0,1,-1.3,NA,-16.3,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1242541.88,145,1242.54188,NA,NA,NA,38632,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,88,12996,13020,15,88,12996,13020,8,1512,-0.730823999,-1.095329117,-0.239503908,-0.109464745,NA,-1.909462077,-1.192385127,-0.247681532,-0.311461961
83,89,39,133,Perry and Morgan 2017,46,"Mahutigala, Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.22,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,23.5,2016,5.3,2016,5.4,100,22.55319149,22.9787234,0.425531915,-77.44680851,2017,0,1,0.1,NA,-18.2,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1238200.22,145,1238.20022,NA,NA,NA,51071,0.16218089,0.5489963,0,0.7154553,0,0,0.24735967,4,89,12937,12961,5,89,12937,12961,19,1505,-0.730823999,-1.095329117,-0.239503908,-0.112932717,NA,-1.907442517,-1.163273601,-0.250238348,-0.252414213
84,90,43,137,Perry and Morgan 2017,46,"Kafigahlaa, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2900001,73.2,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,27.3,2016,5.7,2016,5.8,100,20.87912088,21.24542125,0.366300366,-79.12087912,2017,0,1,0.1,NA,-21.6,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1239924.64,145,1239.92464,NA,NA,NA,47825,0.16165646,0.5261741,0,0.7010953,0,0,0.24082182,4,90,12936,12960,4,90,12936,12960,30,1516,-0.730823999,-1.095329117,-0.239503908,-0.111555309,NA,-1.909462077,-1.192385127,-0.250494029,-0.193366465
85,91,40,134,Perry and Morgan 2017,46,"Kandahalagala, in Huvadhoo atoll, southern Maldives",Maldives,Indian Ocean,0.2300001,73.22,atoll,slope,2 meter depth contour,2 meter depth contour,Bleaching,2016,34.9,2016,9.9,2016,9.8,100,28.36676218,28.08022923,-0.286532951,-71.63323782,2017,0,1,-0.1,NA,-25,NA,NA,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1379,204,1242438.44,145,1242.43844,NA,NA,NA,32080,0.16203105,0.6436552,0,0.6903802,0,0,0.25939863,4,91,NA,NA,NA,91,NA,NA,NA,NA,-0.730823999,-1.095329117,-0.239503908,-0.10954737,NA,-1.908019545,-1.109666911,NA,NA
86,92,37,131,Carassou et al 2013,45,"Buck Island, USVI",USVI,Caribbean,17.7918061,-64.62786,fringing,slope,,,Storm,1989,29,1989,27,1991,31,100,93.10344828,106.8965517,2.75862069,-6.896551724,1996,2,5,0.8,NA,-2,-1,NA,27662,20542,11065,9292,2490,2400,Inside,Yes,Yes,30,5,100,Buck Island Reef,National Monument,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1961,1098,170,932421.45,162,932.42145,Orinoco,NA,807082,7010033,0.33621771,0.8412338,0,0.9824712,0.6109865,0,0.46812163,4,92,4579,4586,56,92,4579,4586,19,240,-0.464084807,-0.030473212,-0.171716249,-0.357178505,-0.514968557,-1.237233326,-0.180271912,-0.23719859,-0.252414213
87,93,38,132,Carassou et al 2013,45,"Yawzi Point, USVI",USVI,Caribbean,18.3152301,-64.72583,,,,,Storm,1989,20,1989,13,1989,14,100,65,70,5,-35,1990,0,1,1,NA,-7,NA,NA,34691,25568,11312,8760,2354,77,Inside,Yes,Yes,33,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991329.06,162,991.32906,Orinoco,NA,863445,5754246,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,93,4295,4302,197,93,4295,4302,1,41,-0.396305551,-1.095329117,-0.237329054,-0.310125089,-0.494723268,0.286821841,-0.01699565,-0.201147495,-0.349037801
88,94,33,128,Carassou et al 2013,45,"Channel Caye, Belize",Belize,Caribbean,16.6410441,-88.1385,barrier,back reef,,,"Bleaching, Storm",1998,41,1998,12,1999,5,100,29.26829268,12.19512195,-17.07317073,-70.73170732,2000,1,1,-7,NA,-29,-29,NA,157619,70852,30115,2038,0,3980,Inside,Yes,Yes,3,1,100,South Water Caye,Marine Reserve,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,1996,767,121,91350.76,207,91.35076,Ula,NA,11504846,20672704,0.64570808,0.402209,0,0.8296579,0.5938098,0.7488622,0.53127926,4,94,4950,4957,114,94,4950,4957,47,114,0.789064829,-1.095329117,-0.127089374,-1.028997458,3.327611206,-0.045397653,0.100954333,-0.222369062,-0.102110854
89,95,36,130,Carassou et al 2013,45,"Dairy Bull Reef, Jamaica",Aiats,Caribbean,18.4686371,-77.3865,fringing,,,,Bleaching,"1987, 1989, 1990",55,1977,23,1995,54,100,41.81818182,98.18181818,6.262626263,-58.18181818,2004,18,9,3.44444444,NA,-32,-1.7777778,NA,359720,292998,132628,34255,7557,639,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,478,73,723973.53,207,723.97353,Coco,NA,3043752,10150542,0.83785657,0.9087296,0.9982233,0.9634039,0.8825585,0.8023879,0.90113362,3,95,4193,4200,422,95,4193,4200,1,36,2.737884781,1.034382694,-0.221455444,-0.523679686,0.288431376,0.694558893,1.747829822,-0.143619152,-0.349037801
90,96,34,129,Carassou et al 2013,45,"Discovery Bay, Jamaica",Jamaica,Caribbean,18.4705281,-77.4105,fringing,,,,Bleaching,"1987, 1989, 1990",60,1970,15,1990,10,100,25,16.66666667,-1.666666667,-75,1995,20,5,-1,NA,-45,-2.25,NA,358617,290486,132631,34121,7177,1130,Inside,No,Yes,0,0,0,Discovery Bay Fish,Fish Sanctuary,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2009,478,73,721921.37,207,721.92137,Coco,NA,3040071,10168687,0.77273323,0.8832149,0.9997436,0.9559125,0.8970686,0.8164465,0.88876029,3,96,4193,4200,422,96,4193,4200,1,36,2.72724877,-0.030473212,-0.207587219,-0.525318882,0.28710918,0.443771381,1.69273426,-0.143619152,-0.349037801
91,97,29,124,Muthiga 2009,44,"Kanamai, Kenya",Kenya,Indian Ocean,-3.9204719,39.79315,fringing,,,,Bleaching,1998,22.1,1997,18.11,1999,25,100,81.94570136,113.1221719,5.196078431,-18.05429864,2005,2,6,1.14833333,NA,-3.99,-1.995,NA,272487,169564,82074,24091,3953,835,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,189884.78,25,189.88478,Pangani,NA,6878746,28925744,0.9938941,0.9943036,0,0.9516448,0.9310174,0.9175096,0.7929728,2,97,15720,15755,8438,97,15720,15755,1,27,1.896714223,0.235740765,-0.215919452,-0.9502918,1.665940764,1.295453501,1.266214833,1.905923937,-0.349037801
92,98,32,127,Muthiga 2009,44,"Vipingo, Kenya",Kenya,Indian Ocean,-3.8339049,39.82785,fringing,,,,Bleaching,1998,19.92,1997,11.5,1999,23.12,100,57.73092369,116.064257,9.722222222,-42.26907631,2005,2,6,1.93666667,NA,-8.42,-4.21,NA,276269,172670,81041,22253,3840,1170,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,200200.27,25,200.20027,Pangani,NA,6859431,28943527,0.98896818,0.968679,0,0.9117701,0,0,0.49751993,1,98,15681,15715,505,98,15681,15715,17,64,1.933183301,0.235740765,-0.206457424,-0.942052134,1.659002919,1.27648397,-0.049368116,-0.122397586,-0.263150167
93,99,31,126,Muthiga 2009,44,"Watamu, Kenya",Kenya,Indian Ocean,-3.3810819,40.00072,fringing,,,,Bleaching,1998,37.87,1997,10.14,1999,11.56,100,26.77581199,30.52548191,0.624944987,-73.22418801,2005,2,6,0.23666667,NA,-27.73,-13.865,NA,251936,163654,91526,25774,3574,1490,Inside,Yes,Yes,31,6,100,Watamu,Marine National Park,National,Not Reported,Not Reported,Designated,1968,602,91,253815.08,25,253.81508,Pangani,NA,6678758,29128638,0.93611283,0.9714448,0,0.9727086,0.7558849,0.884952,0.75081957,4,99,15443,15475,617,99,15443,15475,4,120,1.698544997,0.235740765,-0.19741907,-0.899226428,1.594106141,1.072940022,1.078516299,-0.093761255,-0.33293387
94,100,30,125,Muthiga 2009,44,"Malindi, Kenya",Kenya,Indian Ocean,-3.2569039,40.14175,fringing,,,,Bleaching,1998,44.36,1997,9,1999,13.95,100,20.28854824,31.44724977,1.859783589,-79.71145176,2005,2,6,0.825,NA,-35.36,-17.68,NA,237195,141146,72209,21484,3948,1510,Inside,Yes,Yes,31,6,100,Mallindi,Marine National Park,National,II: National Park,Not Reported,Designated,1968,602,91,273287.11,25,273.28711,Pangani,NA,6461927,28903061,0.9352138,0.9932046,0.9982233,0.9475786,0.9968184,0.9660789,0.97250634,3,100,15383,15415,5086,100,15383,15415,1,130,1.556400451,0.235740765,-0.196854173,-0.883672826,1.516221602,1.069477892,2.065635953,1.048879471,-0.349037801
95,101,23,119,Miller et al. 2009,43,"Tektite Reef, USVI",USVI,Caribbean,18.3095701,-64.72172,fringing,slope,7.6,18.9,"Bleaching, Disease",2005,24.7,2004,24.44,2005,11.6,100,98.94736842,46.96356275,-25.99190283,-1.052631579,2007,1,2,-6.42,NA,-0.26,-0.26,NA,34265,25534,11312,8571,2300,273,Inside,Yes,Yes,49,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990606.07,162,990.60607,Orinoco,NA,861956,5766758,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,101,4295,4302,197,101,4295,4302,1,41,-0.400413385,-0.82911514,-0.231793062,-0.310702589,-0.495258109,0.286821841,-0.01699565,-0.201147495,-0.349037801
96,102,27,122,Miller et al. 2009,43,"Newfound Reef, USVI",USVI,Caribbean,18.3483026,-64.66845,fringing,slope,3.7,18.9,"Bleaching, Disease",2005,13.3,2005,9.7,2006,6,100,72.93233083,45.11278195,-27.81954887,-27.06766917,2007,1,1,-3.7,NA,-3.6,-3.6,NA,28973,24317,11312,7590,2814,58.4,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1098,170,993284.89,162,993.28489,Orinoco,NA,845386,5635627,0.71594463,0.6691333,0,0.9956957,0.6920516,0,0.51883559,4,102,NA,NA,NA,102,NA,NA,NA,NA,-0.451443093,-1.095329117,-0.237854408,-0.308562838,-0.501209964,0.225080637,0.045545563,NA,NA
97,103,25,120,Miller et al. 2009,43,"Haulover Reef, USVI",USVI,Caribbean,18.3517151,-64.67961,fringing,slope,3.7,10.4,"Bleaching, Disease",2005,22.5,2005,17.28,2006,10.3,100,76.8,45.77777778,-31.02222222,-23.2,2007,1,1,-6.98,NA,-5.22,-5.22,NA,29305,24423,11312,7966,3086,279,Inside,Yes,Yes,50,1,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,993958.64,162,993.95864,Orinoco,NA,849313,5636776,0.79058268,0.9102865,0,0.9826178,0.806661,0,0.58888329,4,103,NA,NA,NA,103,NA,NA,NA,NA,-0.448241683,-1.095329117,-0.231623593,-0.308024669,-0.499799407,0.512508936,0.357451688,NA,NA
98,104,26,121,Miller et al. 2009,43,"Mennebeck Reef, USVI",USVI,Caribbean,18.3537781,-64.68218,fringing,slope,3.7,18.9,"Bleaching, Disease",2005,26.7,2004,20.61,2005,9.3,100,77.19101124,34.83146067,-21.17977528,-22.80898876,2007,1,2,-5.655,NA,-6.09,-6.09,NA,29439,24385,11312,7966,3096,204,Inside,Yes,Yes,49,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,994251.22,162,994.25122,Orinoco,NA,850226,5635310,0.79058268,0.9102865,0,0.9826178,0.806661,0,0.58888329,4,104,4295,4302,197,104,4295,4302,1,41,-0.446949548,-0.82911514,-0.233741957,-0.307790966,-0.499471462,0.512508936,0.357451688,-0.201147495,-0.349037801
99,105,28,123,Miller et al. 2009,43,"South Fore Reef, USVI",USVI,Caribbean,17.7851677,-64.6076,forereef,slope,3.7,18.9,"Bleaching, Disease",2005,19.8,2005,11.5,2006,4.1,100,58.08080808,20.70707071,-37.37373737,-41.91919192,2007,1,1,-7.4,NA,-8.3,-8.3,NA,27148,19808,11065,8336,2108,1780,Inside,Yes,Yes,45,1,100,Buck Island Reef,National Monument,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1961,1098,170,931128.51,162,931.12851,Orinoco,NA,802481,7013703,0.33621771,0.8412338,0,0.9824712,0.6109865,0,0.46812163,4,105,4579,4586,56,105,4579,4586,19,240,-0.469041207,-1.095329117,-0.189228061,-0.358211262,-0.516621212,-1.237233326,-0.180271912,-0.23719859,-0.252414213
100,106,22,118,Ledlie et al. 2007,42,"M2, Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.327946,55.66101,rocky,,,,Bleaching,1998,23.65,1994,6.32,1998,1.61,100,26.7230444,6.807610994,-2.845061915,-73.2769556,2005,4,7,-0.67285714,NA,-17.33,-4.3325,NA,0,0,0,0,0,152,Inside,Yes,Yes,23,7,100,Cousin Island,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1975,10,2,1586380.3,18,1586.3803,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,106,15923,15958,53,106,15923,15958,1,120,-0.730823999,0.501954741,-0.23521069,0.165181809,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801
101,107,21,117,Ledlie et al. 2007,42,"M1 Cousin Island, Seychelles",Seychelles,Indian Ocean,-4.3322049,55.65729,fringing,,,,Bleaching,1998,49.91,1994,17.71,1998,1.11,100,35.48387097,2.224003206,-4.75140968,-64.51612903,2005,4,7,-2.37142857,NA,-32.2,-8.05,NA,0,0,0,0,0,319,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1585776.87,18,1585.77687,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,107,15923,15958,53,107,15923,15958,1,120,-0.730823999,0.501954741,-0.230493798,0.16469981,NA,-0.14147157,-0.392626978,-0.237965634,-0.349037801
102,108,18,114,"Graham et al 2015, Wilson et al 2012",41,"Praslin SW Carbonate, Seychelles",Seychelles,Indian Ocean,-4.3543165,55.71224,fringing,,,,Bleaching,1998,42.64,1994,1.65,2005,1.16,100,3.869606004,2.720450281,-0.191525954,-96.130394,2011,11,6,-0.08166667,NA,18.3,-40.99,NA,0,0,0,0,0,1790,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1586110.86,18,1586.11086,Maningory,NA,NA,NA,0.61583413,0.8758151,0,0.9587882,0,0,0.42487423,4,108,15923,15958,53,108,15923,15958,1,120,-0.730823999,0.235740765,-0.188945612,0.16496659,NA,-0.160441101,-0.372842531,-0.237965634,-0.349037801
103,109,5,102,"Graham et al 2015, Wilson et al 2012",41,"Mahe W Patch, Seychelles",Seychelles,Indian Ocean,-4.6892788,55.43686,patch,flat,,,Bleaching,1998,20,1994,30.78,2005,48.24,100,153.9,241.2,14.55,53.9,2011,11,6,2.91,NA,10.78,10.78,NA,0,0,0,0,0,1400,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1539444.26,18,1539.44427,Maningory,NA,NA,NA,0.93390272,0.9527072,0.9982233,0.9672137,0,0,0.66789523,3,109,16091,16126,194,109,16091,16126,1,16,-0.730823999,0.235740765,-0.199961107,0.127690881,NA,1.064428972,0.70927349,-0.20191454,-0.349037801
104,110,222,98,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Granitic, Seychelles",Seychelles,Indian Ocean,-4.5591295,55.43642,rocky,,,,Bleaching,1998,10.91,1994,10.58,2005,18.84,100,96.97525206,172.6856095,12.61839291,-3.024747938,2011,11,6,1.37666667,NA,6.771429,-0.33,NA,0,0,0,0,0,279,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1552609.98,18,1552.60998,Maningory,NA,NA,NA,0.98258133,0.9407099,0.9982233,0.9421203,0,0,0.66990444,3,110,16044,16079,357,110,16044,16079,6,8,-0.730823999,0.235740765,-0.231623593,0.138207215,NA,1.251888453,0.718220035,-0.160238451,-0.322197916
105,111,223,99,"Graham et al 2015, Wilson et al 2012",41,"Mahe NW Patch, Seychelles",Seychelles,Indian Ocean,-4.6131955,55.41618,patch,flat,,,Bleaching,1998,18.69,1994,16.24,2005,22.78,100,86.89138577,121.8833601,5.83199572,-13.10861423,2011,11,6,1.09,NA,2.181818,-2.45,NA,0,0,0,0,0,121,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1546200.78,18,1546.20078,Maningory,NA,NA,NA,0.97915379,0.9693201,0.9982233,0.9776907,0,0,0.68043822,3,111,16044,16079,357,111,16044,16079,6,8,-0.730823999,0.235740765,-0.23608628,0.133087762,NA,1.238689126,0.765124508,-0.160238451,-0.322197916
